name,Location,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,WiFi,Indoor Pool,Spa,Baggage Storage,Free WiFi,Airport Shuttle,Air Conditioning,Airport Shuttle (free),BBQ Facilities,Pet Friendly,On-site Parking,Elevator,Free Parking,Daily Housekeeping,Room Service,24-Hour Front Desk,exceptional Fitness Center,Outdoor Pool,excellent Fitness Center,Non-smoking Rooms,Restaurant,Family Rooms,wonderful Fitness Center,Garden,good Spa & Wellness Center,Swimming Pool,Designated Smoking Area,Facilities for Disabled Guests,Private Parking,good Fitness Center,Fitness Center,Parking,Laundry,Heating,very good Fitness Center,Bar,Terrace
The New York EDITION,10010,"1,001",9.0,9.4,9.1,8.8,9.1,7.9,9.5,9.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"The New Yorker, A Wyndham Hotel",0001 ,"7,743",7.8,8,7.6,7.3,8.2,7,8,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Hampton Inn Manhattan Chelsea,10011,781,8.6,8.8,8.5,8.3,8.9,8.2,8.6,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
TRYP by Wyndham Times Square South,10001,"2,798",8.4,8.5,8.4,8.1,8.4,8,8.7,8.9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Hotel 32 32,10016,"1,280",8.0,8.3,7.9,7.6,8.3,7.3,8.1,8.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"LIFE Hotel, NoMad",10001,"1,153",8.2,8.6,8,7.6,8.2,7.6,8.4,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Hotel Hayden New York,10001,819,8.1,7.9,8,7.7,8.5,7.5,8.2,8.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Holiday Inn Express New York City Chelsea,10001,"2,941",8.1,8.3,7.7,7.6,8.4,7.5,8.5,8.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
New York Hilton Midtown,10019,"4,543",7.9,8.1,7.9,7.6,7.8,7,7,9.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Seton Hotel,10016,"1,034",8.3,8.8,7.8,7.7,8.6,7.6,8.9,9.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Westgate New York City,10017,"1,431",7.5,7.7,7.4,7,7.6,6.9,5.7,8.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
RIU Plaza New York Times Square,10036,"5,596",8.7,9,8.7,8.5,8.6,8,8,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
The London NYC,0019 ,"1,537",8.2,8.4,8.5,7.9,8.1,7.4,8.7,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
JW Marriott Essex House New York,10019,553,7.9,8,8,7.5,8,6.5,6.9,9.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
The Dominick Hotel,10013,"1,143",8.5,8.8,8.8,8.4,8.5,7.6,8.7,8.9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,10004,973,8.8,9.1,8.9,8.6,8.7,8.3,8.5,8.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Broadway Plaza Hotel,10001,764,8.5,8.8,8.5,7.9,8.8,8,7.5,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Courtyard by Marriott Times Square West,10018,"2,383",8.7,9.1,8.7,8.4,8.9,7.9,8.6,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Cachet Boutique Hotel NYC,10036,"1,323",7.9,8.1,7.9,7.6,8.1,7.3,8,8.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Kimpton Ink48 Hotel,10036,802,8.7,9.2,9,8.8,9,8.1,8,8.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Four Points by Sheraton New York Downtown,10038,"3,967",8.1,8.4,8.1,7.8,8.2,7.5,8.4,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Hilton Garden Inn West 35th Street,10001,"1,980",8.6,8.7,8.5,8.2,8.7,8,8.4,9.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
The NoMad Hotel,10001,748,9.0,9.4,9.2,9,9.1,8.2,9,9.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"The Pierre, A Taj Hotel, New York",10065,322,9.0,9.3,9.1,8.7,9.3,7.8,8.3,9.6,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Empire Hotel,10023,"3,390",7.5,7.6,7.2,6.9,7.8,6.8,5,8.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
DoubleTree by Hilton Metropolitan New York City,10022,"4,054",7.8,8,7.8,7.3,7.6,7.2,7.9,8.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Kimpton Hotel Eventi,10001,835,8.7,9,8.9,8.7,8.8,7.9,8.3,9.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
EVEN Hotel New York Times Square South,10001,"1,205",9.0,9.4,9.1,9,9.2,8.2,9.1,9.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Cassa NYC 70W45,10036,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
InterContinental New York Barclay Hotel,10017,"2,344",8.8,9.2,9.1,8.7,8.6,8.2,6.6,9.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Marcel at Gramercy,10010,"1,536",8.2,8.4,7.9,7.7,8.8,7.7,5.2,8.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Leon Hotel,10002,"1,392",8.3,8.7,8.5,7.8,8.6,8.1,7.2,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gramercy Park Hotel,10010,318,8.5,8.9,8.7,8.4,8.3,7.3,8.2,9.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
The Peninsula New York,10019,220,8.7,9,8.8,8.7,8.8,7.4,8.8,9.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
The Roger,10016,"1,568",8.3,8.7,8.4,8,8.6,7.4,8.6,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Room Mate Grace Boutique Hotel,10036,"1,998",8.7,8.8,8.5,8.4,9.1,8,8.7,9.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
Hotel Wolcott,10001,"1,351",7.9,8.1,7.7,7.1,7.9,7.5,3.1,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
DoubleTree Suites by Hilton NYC - Times Square,10036,"1,876",8.1,8.1,8.1,7.9,8.1,7.3,5.9,9.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Hotel 50 Bowery,10013,"1,682",9.1,9.6,9.4,9,9.5,8.7,9.4,8.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
The Time New York,10019,"2,125",8.2,8.4,8,7.8,8.5,7.3,8.9,9.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Ameritania at Times Square,10019,"2,569",8.2,8.3,8,7.6,8.4,7.7,4.9,9.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Hotel Wales,10128,734,8.1,8.4,7.9,7.6,8.5,7.4,8.7,8.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
TS 2 Bed Luxury Corner,10036,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Andaz Wall Street-a concept by Hyatt,10005,557,8.7,8.7,8.8,8.6,8.9,8.3,8.9,8.8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11 Howard,10013,621,8.5,8.8,8.3,8,8.9,7.6,9.3,9.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Dream Downtown,10011,"1,583",7.8,8.1,7.6,7.8,7.7,6.7,7.7,8.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
DoubleTree by Hilton - Chelsea,10001,"1,548",7.9,7.9,7.7,7.3,8.4,7.4,8.1,8.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Arlo NoMad,10016,"3,212",8.8,9.3,8.6,8.6,9.1,8.1,9.2,9.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Sanctuary Hotel New York,10036,"1,228",8.6,8.9,8.3,8.1,9.2,7.8,8.8,9.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Hilton Garden Inn New York/Tribeca,10013,612,8.2,8.4,8,7.9,8.5,7.7,7.8,8.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
The Mark New York,10075,320,9.0,9.4,9.2,9,9.1,7.8,8.9,9.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
City Club Hotel,10036,"1,209",8.3,8.4,8,7.7,8.7,7.6,8.5,9.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Hudson New York, Central Park",10019,"9,572",7.2,7.4,6.5,6.8,7.5,6.3,7.8,8.7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
The Kimpton Muse Hotel,10036,902,8.9,9.2,8.9,8.6,9,8,7.3,9.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Best Western Bowery Hanbee Hotel,10013,"1,017",8.0,8.2,7.8,7.5,8.6,7.6,8.2,310,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The Kitano Hotel New York,10016,799,8.7,9.1,8.9,8.4,8.8,7.9,5.2,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Cassa Hotel 45th Street New York,10036,"1,561",8.7,9,8.6,8.1,8.9,7.9,8.6,9.6,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Gregory,10001,"2,158",7.9,8,7.8,7.3,8.1,7.2,7.4,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Night Hotel Times Square,10036,"2,955",7.5,7.7,6.7,6.9,8,6.8,8.2,9.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Times Square Luxury Suites Apt,10036,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dream Midtown,10019,"2,015",8.1,8.5,7.8,7.6,8.2,7.2,9.2,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Orchard Street Hotel,10003,"1,155",8.3,8.6,7.7,7.5,9,7.7,8.4,9,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hilton Garden Inn New York/Manhattan-Chelsea,10001,"1,121",8.3,8.5,8.1,8,8.6,7.7,7.6,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Distrikt Hotel New York City,10018,748,8.5,8.8,8.5,8.1,8.7,7.9,8,8.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Shoreham Hotel,10019,"1,522",7.6,7.7,7,6.7,8,6.8,3.8,9.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Stylish Modern One-Bedroom,10024,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Concorde Hotel New York,10022,71,9.1,9.5,9.2,8.5,9.5,8.7,8.1,9.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Gotham Hotel,10017,643,8.1,7.9,8.1,7.5,8.5,7.2,8,9.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Amsterdam Court Hotel,10019,"1,849",7.3,7,6.6,6.2,8,6.7,4.8,9.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Dylan Hotel NYC,10017,"1,482",8.0,7.9,7.8,7.4,8.1,7.5,8.6,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Conrad New York,10282,"1,082",9.1,9.5,9.4,9.1,8.9,8.4,9,9.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Residence Inn by Marriott New York Manhattan/ Midtown Eastside,10017,880,8.8,9.1,8.9,8.7,9,8.2,8.5,9.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hotel on Rivington,10002,547,8.4,8.6,8.7,8.1,8.4,7.8,8.7,8.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"Park South, a Joie de Vivre Hotel",10016,"1,077",8.6,8.9,8.5,8.4,9.1,7.9,9.1,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
Hampton Inn Times Square Central,10036,"2,450",8.8,9,8.8,8.5,9,8.2,8.5,9.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Crosby Street Hotel,10012,233,9.4,9.8,9.7,9.5,9.5,8.1,9.4,9.7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"The Lexington, Autograph Collection",0017 ,"2,771",8.2,8.4,8.1,8,8.2,7.5,8.4,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Hotel Marrakech,10025,"3,180",6.8,6.7,6.2,6,7.8,6.4,6.9,7.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Stylish 2BR Apartment in UWS,10024,6,8.4,7.9,7.5,8.3,7.9,9,9.6,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viceroy Central Park New York,10019,"1,356",7.9,8.2,7.8,7.4,8.3,6.9,7.3,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Lotte New York Palace,10022,"1,797",8.8,9,9,8.5,8.6,7.9,4.2,9.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Sheraton Tribeca New York Hotel,10013,"2,803",7.8,7.8,7.8,7.4,8.1,7.3,8.4,8.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
West Village 3 bedrooms with 4 baths,10014,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
West 17th Street Apartment 2,10011,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bentley Hotel,10065,"1,507",7.8,8.1,7.8,7.3,8.2,7.3,4.4,7.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
The Benson,10019,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fifty Hotel & Suites by Affinia,10022,"1,306",8.2,8.4,8.3,7.9,8.2,7.5,8,8.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Today House - Times Square North,10019,21,9.3,9.1,9.1,9.2,9.2,9.1,7.5,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS 2 Bed Lux Highrise Suite,10036,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
The Roxy Hotel Tribeca,10013,"1,385",8.9,9.1,9,8.9,9,8.2,8.7,9.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
The Gallivant Times Square,10036,"6,575",7.2,7.2,6.9,6.6,7.1,6.6,7.7,9.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
FiDi 3bed/2baths,10038,5,8.2,8.5,7.5,8.5,8.5,7,9,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Courtyard New York Manhattan/Midtown East,10022,689,8.3,8.6,8.4,8,8.2,7.7,8.1,8.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Home Away From Home,10016,63,7.8,7.4,7.3,6.9,8.2,7.6,7.3,9.4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Domenico Vacca Luxury Residences,10019,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Big renovated condo with great views,10002,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Times Square Apartment,10036,0,0,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Nice and Renovated Apartments near Times Square,10018,9,7.5,6.7,7,6.7,7.8,7.5,9.2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS 2 Bed Lux Highrise Loft Suite,10036,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Oakwood Aurora Midtown East,10016,6,8.6,8.8,9.6,9.2,7.9,7.5,8.8,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Great View Midtown East 2BR apt,10022,7,8.3,7.9,7.5,8.2,8.6,8.3,9.2,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea Duplex Apartment,10011,7,7.7,7.2,8.2,8.6,7.9,6.8,7.5,7.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Modern @ Rockefeller,10036,14,8.0,7.9,7.5,8,7.5,7.3,9.7,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Apartment #3E,10016,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TIMES SQUARE, MIDTOWN, HELLS KITCHEN. AMAZING 2BD!",10019,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INNSIDE by Melià New York Nomad,10001,"1,411",8.6,8.7,8.6,8.5,8.8,7.8,8.7,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Murray Hill East Suites,10016,39,8.7,7.9,8.6,8.1,9.4,8.4,7.7,9.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Carnegie Hotel,10019,"1,216",8.9,9.4,8.8,8.5,9.1,8.1,9,9.6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12th Street Apartment,10009,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxury Apartments Upper East Side,10028,0,0,,,,,,,,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hotel 48LEX New York,10017,758,8.4,8.5,8.6,8,8.7,7.5,8.6,9.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
The James New York - NoMad,10016,518,8.2,8.4,8.4,7.7,8.2,7.7,8.6,8.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
